번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모
337,관광펜션업,03_11_02_P,4620000,CDFI3261092023000001,2023-08-23,,01,영업/정상,13,영업중,,,,,,,,충청남도 태안군 남면 원청리 509-1,충청남도 태안군 남면 청포대길 17,32157,아멜리아풀빌라,2023-08-23 10:45,I,2023-08-25 0:18,,137901.3406,348893.998,관광펜션업,,,2,,,,,0,0,0,0,,,0,0,,0,0,,0,855.8,,0,,,,,,,0,,,,856
338,관광펜션업,03_11_02_P,5180000,CDFI3261092016000001,2016-06-28,,01,영업/정상,13,영업중,,,,,,,,경상북도 영덕군 병곡면 병곡리 1-5번지,경상북도 영덕군 병곡면 흰돌로 40-1,36404,비사이드 관광펜션,2017-11-20 11:25,I,2018-08-31 23:59,,415930.8749,347838.0959,관광펜션업,,,2,기타,,,숙박시설,2,,,,,,,,,,,,,995.18,,,,,,,,,1800000000,,,,995
339,관광펜션업,03_11_02_P,5180000,CDFI3261092006000001,2006-07-18,,01,영업/정상,13,영업중,,,,,054-733-7080,,766-841,경상북도 영덕군 남정면 남호리 18-4,경상북도 영덕군 남정면 동해대로 4142,766-841,블루오션펜션,2021-09-16 10:54,U,2021-09-18 2:40,,413592.3921,316855.7384,관광펜션업,,상업지역,3,기타,,,숙박시설,3,,,,,,,,,,,,,907,,,,,,,,,,,,,907
340,관광펜션업,03_11_02_P,5180000,CDFI3261092011000001,2011-09-15,,01,영업/정상,13,영업중,,,,,054) 734-8282,,766-823,경상북도 영덕군 강구면 하저리 14-1,경상북도 영덕군 강구면 영덕대게로 559,36453,바다빌리지 관광펜션,2021-12-05 18:58,U,2021-12-07 2:40,,416450.4136,323941.5752,관광펜션업,,관리지역,3,기타,,,,3,0,0,0,,,0,0,,0,0,,0,506.92,,0,,,,,,,550000000,,,,507
341,관광펜션업,03_11_02_P,5180000,CDFI3261092012000002,2012-02-27,,01,영업/정상,13,영업중,,,,,054)732-0812,,766-853,경상북도 영덕군 병곡면 병곡리 24번지 8통3반,경상북도 영덕군 병곡면 병곡1길 37,766-853,메르센트펜션,2013-11-13 10:22,I,2018-08-31 23:59,,416014.7531,347440.7358,관광펜션업,,관리지역,3,주택가주변,,,숙박시설,3,,,,,,,,,,,,,1009.04,,,,,,,,,,,,,1009
342,관광펜션업,03_11_02_P,5180000,CDFI3261092014000001,2014-11-17,,01,영업/정상,13,영업중,,,,,054-734-9977,,766-853,경상북도 영덕군 병곡면 백석리 340-1번지,경상북도 영덕군 병곡면 흰돌로 112,36403,비프리비(VIE PRIVEE) 펜션,2018-01-25 9:49,I,2018-08-31 23:59,,415736.3727,348655.8123,관광펜션업,,관리지역,4,기타,,,숙박시설,3,1,,,,,,,,,,,,1226.97,,,,,,,,,,,,,1227
343,관광펜션업,03_11_02_P,5180000,CDFI3261092017000002,2017-11-08,,01,영업/정상,13,영업중,,,,,054-734-0812,,,경상북도 영덕군 병곡면 병곡리 15-2번지,경상북도 영덕군 병곡면 병곡1길 39,36404,메르센트리조트,2017-11-08 8:07,I,2018-08-31 23:59,,416012.2213,347392.9179,관광펜션업,,관리지역,2,기타,,,숙박시설,2,,,,,,,,,,,,,994.13,,,,,,,,,1800000000,,,,994
344,관광펜션업,03_11_02_P,5080000,CDFI3261092016000001,2016-11-16,,01,영업/정상,13,영업중,,,,,,,,경상북도 구미시 남통동 312-3,경상북도 구미시 금오산상가길 21-5 (남통동),39309,유아이,2024-02-01 14:09,U,2024-02-03 2:40,,318337.2587,290834.2213,관광펜션업,,자연녹지지역,3,기타,,,숙박시설,3,1,0,0,,,0,0,,0,0,,0,1092,,0,,,,,,,1900000000,,,,1092
345,관광펜션업,03_11_02_P,5110000,CDFI3261092007000001,2007-05-10,,01,영업/정상,13,영업중,,,,,,,742-961,경상북도 상주시 사벌국면 삼덕리 3-4,경상북도 상주시 사벌면 경천로 650,37128,경천대펜션,2023-09-26 9:22,U,2023-09-28 2:40,,311330.1949,328939.4989,관광펜션업,관광사업,관리지역,2,기타,,,,2,0,0,0,,,0,0,,0,0,,0,573.92,,0,,,,,,,0,,,,574
346,관광펜션업,03_11_02_P,5050000,CDFI3261092012000002,2012-09-13,,01,영업/정상,13,영업중,,,,,,,780-170,경상북도 경주시 탑동 56-11번지,경상북도 경주시 포석로 932 (탑동),38172,계림궁,2012-09-13 17:43,I,2018-08-31 23:59,,399740.5874,260500.439,관광펜션업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000000,,,,
347,관광펜션업,03_11_02_P,5050000,CDFI3261092014000005,2014-08-26,,01,영업/정상,13,영업중,,,,,0547445559,,780-400,경상북도 경주시 진현동,경상북도 경주시 진현로3길 16 (진현동),38127,토함빌리지,2018-05-08 17:52,I,2018-08-31 23:59,,409972.9047,256308.8869,관광펜션업,,일반상업지역,2,,,,숙박시설,2,,,,,,,,,,,,,453.2,,,,,,,,,,,,,453
348,관광펜션업,03_11_02_P,5260000,CDFI3261092012000001,2012-04-17,,01,영업/정상,13,영업중,,,,,054-791-6080,,799-821,경상북도 울릉군 북면 천부리 718-44,경상북도 울릉군 북면 울릉순환로 3126,40211,바다풍경펜션,2023-12-07 13:48,U,2023-12-09 2:40,,542288.3265,456282.9703,관광펜션업,,,3,,,,숙박시설,3,0,0,0,Bada Punggyeong,Tourism Pention,0,0,,0,0,,0,132.78,,0,,,,,,,0,,,,133
349,관광펜션업,03_11_02_P,5260000,CDFI3261092013000001,2013-03-13,,01,영업/정상,13,영업중,,,,,054-791-0081,,,경상북도 울릉군 울릉읍 사동리 338-17,경상북도 울릉군 울릉읍 사동2길 190,40228,(주)울릉드림,2023-04-04 16:52,U,2023-04-06 2:40,,543749.2987,449618.7894,관광펜션업,,,3,,,,숙박시설,3,0,0,0,,,0,0,,0,0,,0,992.58,,0,,,,,,,200000000,,,,993
350,관광펜션업,03_11_02_P,5260000,CDFI3261092013000002,2013-08-09,,01,영업/정상,13,영업중,,,,,,,,경상북도 울릉군 울릉읍 도동리 146-2 해오름펜션,"경상북도 울릉군 울릉읍 도동1길 35-10, 해오름펜션",40227,해오름관광펜션,2024-03-25 15:56,U,2024-03-27 2:40,,545350.3504,449872.8502,관광펜션업,,,1,,,,,0,0,0,0,,,0,0,,0,0,,0,77.23,,0,,,,,,,400000000,,,,77
351,관광펜션업,03_11_02_P,5260000,CDFI3261092013000003,2013-10-11,,01,영업/정상,13,영업중,,,,,054-791-0980,,,경상북도 울릉군 북면 천부리 462-2,경상북도 울릉군 북면 천부3길 217-37,40212,나리관광펜션,2023-12-07 13:54,U,2023-12-09 2:40,,543082.5452,456231.6301,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,647.55,,0,,,,,,,0,,,,648
352,관광펜션업,03_11_02_P,5260000,CDFI3261092015000001,2015-07-06,,01,영업/정상,13,영업중,,,,,,,799-803,경상북도 울릉군 울릉읍 사동리 285-1번지,경상북도 울릉군 울릉읍 울릉순환로 590-9,40230,쉐르빌관광펜션,2017-03-07 18:29,I,2018-08-31 23:59,,543792.7358,448785.1102,관광펜션업,,,,,,,,,,,,Cherevil tourist Pension,Tourist Pension,,,,,,,,30.84,,,,,,,,,400000000,,,,31
353,관광펜션업,03_11_02_P,5260000,CDFI3261092015000002,2015-08-13,,01,영업/정상,13,영업중,,,,,054-791-7979,,,경상북도 울릉군 북면 현포리 527-10,경상북도 울릉군 북면 울릉순환로 2626 (현포해양박물관),40205,추억관광펜션,2023-04-04 16:52,U,2023-04-06 2:40,,538093.2059,454492.8727,관광펜션업,,,0,,,,,0,0,0,0,Memorial tourist Pension,Tourist Pension,0,0,,0,0,,0,531.12,,0,,,,,,,0,,,,531
354,관광펜션업,03_11_02_P,5260000,CDFI3261092015000003,2015-12-01,,01,영업/정상,13,영업중,,,,,054-791-4171,,,경상북도 울릉군 울릉읍 사동리 546,경상북도 울릉군 울릉읍 간령길 81-2,40232,하얀고래펜션,2023-04-04 16:51,U,2023-04-06 2:40,,542521.909,447337.0758,관광펜션업,,일반상업지역,2,,,,,0,0,0,0,,,0,0,,0,0,,0,154.25,,0,,,,,,,0,,,,154
355,관광펜션업,03_11_02_P,5250000,CDFI3261092013000004,2013-09-04,,01,영업/정상,13,영업중,,,,,,,,경상북도 울진군 기성면 망양리 3번지,경상북도 울진군 기성면 망양1길 72,36347,마일랑관광펜션,2016-05-25 16:45,I,2018-08-31 23:59,,417471.5807,373462.0271,관광펜션업,,,,기타,,,단독주택,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,관광펜션업,03_11_02_P,5250000,CDFI3261092013000005,2013-09-04,,01,영업/정상,13,영업중,,,,,,,,경상북도 울진군 기성면 망양리 3,경상북도 울진군 기성면 망양1길 72,36347,새파랑관광펜션,2018-12-20 14:33,U,2021-08-20 2:40,,417471.5807,373462.0271,관광펜션업,,,,기타,,,단독주택,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,관광펜션업,03_11_02_P,5260000,CDFI3261092017000004,2017-05-31,,01,영업/정상,13,영업중,,,,,,,,경상북도 울릉군 울릉읍 사동리 544,경상북도 울릉군 울릉읍 간령길 93-9,40232,그때그기펜션,2023-04-04 16:52,U,2023-04-06 2:40,,542487.2207,447327.6934,관광펜션업,,,4,,,,,4,0,0,0,,,0,0,,0,0,,0,549.26,,0,,,,,,,0,,,,549
358,관광펜션업,03_11_02_P,5260000,CDFI3261092017000005,2017-06-08,,01,영업/정상,13,영업중,,,,,,,,경상북도 울릉군 울릉읍 사동리 219-1,경상북도 울릉군 울릉읍 울릉순환로 538,40230,진미펜션,2022-05-13 15:56,U,2022-05-15 2:40,,544264.5313,449003.0713,관광펜션업,,,4,,,,,3,1,0,0,,,0,0,,0,0,,0,321.96,,0,,,,,,,0,,,,322
359,관광펜션업,03_11_02_P,5260000,CDFI3261092018000001,2018-05-17,,01,영업/정상,13,영업중,,,,,,,,경상북도 울릉군 울릉읍 도동리 300-22,"경상북도 울릉군 울릉읍 봉래1길 19-32, 1동 3층",40220,섬지기펜션,2022-05-13 15:57,U,2022-05-15 2:40,,545757.667,450777.3956,관광펜션업,,일반공업지역,3,,,,단독주택,3,0,0,0,,,0,0,,0,0,,0,322.14,,0,,,,,,,600000000,,,,322
360,관광펜션업,03_11_02_P,5240000,CDFI3261092014000001,2014-07-21,,01,영업/정상,13,영업중,,,,,,,755-881,경상북도 봉화군 소천면 고선리 558번지,경상북도 봉화군 소천면 구마동길 1032,36264,고향펜션캠핑,2020-04-02 9:54,U,2020-04-04 2:40,,372469.3878,391871.2932,관광펜션업,,관리지역,2,기타,,,단독주택,2,0,,,,,,,,,,,,176.84,,,,,,,,,300000000,,,,177
361,관광펜션업,03_11_02_P,5160000,CDFI3261092010000001,2010-05-17,,01,영업/정상,13,영업중,,,,,054-872-1171,,763-812,경상북도 청송군 진보면 괴정리 206-3,경상북도 청송군 진보면 경동로 5544,,하늘과 닿은 황장재 펜션,2020-12-09 13:43,U,2020-12-11 2:40,,392720.8708,334227.6884,관광펜션업,,,1,,,,,1,,,,,,,,,,,,,730.05,,,,,,,,,,,,,730
362,관광펜션업,03_11_02_P,4510000,CDFI3261092015000008,2015-06-18,,01,영업/정상,13,영업중,,,,,,,355-884,충청남도 보령시 남포면 월전리 산 154-1번지,"충청남도 보령시 남포면 남포방조제로 408-52, 104동",33501,(주)한네트,2015-06-19 14:05,I,2018-08-31 23:59,,,,관광펜션업,,관리지역,2,기타,,,숙박시설,2,,,,Hannet Co. Ltd.,Tourism Pension,,,,,,,,128.48,,,,,,,,,5782000000,,,,128
363,관광펜션업,03_11_02_P,4510000,CDFI3261092010000003,2010-10-20,,01,영업/정상,13,영업중,,,,,041-932-0647,,355-943,충청남도 보령시 신흑동 2258-1번지,충청남도 보령시 해수욕장9길 6 (신흑동),33489,제일펜션,2019-04-10 11:03,U,2019-04-12 2:40,,156045.5031,312925.3726,관광펜션업,,관리지역,3,,,,숙박시설,3,0,,,Jeil Pension,Tourism Pension,,,,,,,,317.98,,,,,,,,,,,,,318
364,관광펜션업,03_11_02_P,4510000,CDFI3261092011000002,2011-03-14,,01,영업/정상,13,영업중,,,,,041-932-0018,,355-943,충청남도 보령시 신흑동 2261-6번지,충청남도 보령시 머드로 134 (신흑동),33489,아도니스,2013-11-14 14:41,I,2018-08-31 23:59,,155979.1449,312955.3693,관광펜션업,,관리지역,3,,,,,3,0,,,Adonis,Tourism Pension,,,,,,,,379.76,,,,,,,,,369000000,,,,380
365,관광펜션업,03_11_02_P,4510000,CDFI3261092011000004,2011-07-20,,01,영업/정상,13,영업중,,,,,041-953-9952,,355-943,충청남도 보령시 신흑동 2260-10번지,충청남도 보령시 머드로 130 (신흑동),33489,해피데이펜션,2013-11-14 14:42,I,2018-08-31 23:59,,156002.174,312925.0194,관광펜션업,,관리지역,3,기타,,,숙박시설,3,0,,,Happy day pension,Tourism Pension,,,,,,,,393.36,,,,,,,,,400000000,,,,393
366,관광펜션업,03_11_02_P,4510000,CDFI3261092011000005,2011-12-07,,01,영업/정상,13,영업중,,,,,041-936-4277,,355-846,충청남도 보령시 오천면 원산도리 1671-33번지,충청남도 보령시 오천면 원산도7길 121,355-846,햇빛바다 관광펜션,2014-01-06 15:37,I,2018-08-31 23:59,,145798.0929,318856.149,관광펜션업,,관리지역,2,기타,,,숙박시설,2,0,,,Haebit-bada Tourism Pension,Tourism Pension,,,,,,,,1155.59,,,,,,,,,100000000,,,,1156
367,관광펜션업,03_11_02_P,4510000,CDFI3261092012000002,2012-07-17,,01,영업/정상,13,영업중,,,,,,,355-944,충청남도 보령시 신흑동 2302-9번지,충청남도 보령시 고잠2길 16-11 (신흑동),355-944,대천올레펜션,2013-11-14 14:10,I,2018-08-31 23:59,,156487.3918,312467.5306,관광펜션업,,관리지역,3,기타,,,숙박시설,3,0,,,Daecheon Olle Tourism Pension,Tourism Pension,,,,,,,,367.95,,,,,,,,,500000000,,,,368
368,관광펜션업,03_11_02_P,4510000,CDFI3261092012000003,2012-07-17,,01,영업/정상,13,영업중,,,,,,,355-944,충청남도 보령시 신흑동 2302-2번지,충청남도 보령시 고잠2길 20-6 (신흑동),33488,대천초록펜션,2013-11-14 14:11,I,2018-08-31 23:59,,156456.0833,312468.9331,관광펜션업,,관리지역,3,기타,,,숙박시설,3,0,,,Daecheon Chorok Tourism Pension,Tourism Pension,,,,,,,,367.95,,,,,,,,,500000000,,,,368
369,관광펜션업,03_11_02_P,4500000,CDFI3261092015000001,2015-11-11,,01,영업/정상,13,영업중,,,,,,,,충청남도 공주시 반포면 학봉리 427-1번지,충청남도 공주시 반포면 제석골길 7-4,32626,펜션밀물떼,2015-11-11 16:56,I,2018-08-31 23:59,,222618.2029,318083.7517,관광펜션업,,,1,,,,숙박시설,1,,,,,,,,,,,,,,,,,,,,,,,,,,
370,관광펜션업,03_11_02_P,4500000,CDFI3261092015000002,2015-11-11,,01,영업/정상,13,영업중,,,,,855-2008,,,충청남도 공주시 반포면 마암리 648-7번지,충청남도 공주시 반포면 수목원길 25,32620,농업회사법인 주식회사 이안숲속,2016-09-23 13:13,I,2018-08-31 23:59,,217962.1338,324528.4349,관광펜션업,,,1,,,,숙박시설,1,,,,,,,,,,,,,,,,,,,,,,,,,,
371,관광펜션업,03_11_02_P,4510000,CDFI3261092012000006,2012-11-21,,01,영업/정상,13,영업중,,,,,041-932-1910,,355-943,충청남도 보령시 신흑동 2222-4번지,충청남도 보령시 머드로 176-18 (신흑동),33489,햇살콘도식펜션,2013-11-14 14:17,I,2018-08-31 23:59,,155822.1359,313284.0096,관광펜션업,,관리지역,2,기타,,,숙박시설,2,1,,,Sunshine Condo style Pension,Tourism Pension,,,,,,,,341.49,,,,,,,,,650000000,,,,341
372,관광펜션업,03_11_02_P,4510000,CDFI3261092013000002,2013-05-15,,01,영업/정상,13,영업중,,,,,041-931-7307,,355-943,충청남도 보령시 신흑동 2303-3,충청남도 보령시 고잠2길 16-10 (신흑동),33488,대천놀러와펜션,2021-03-31 10:07,U,2021-04-02 2:40,,156486.145,312439.625,관광펜션업,,관리지역,3,기타,,,숙박시설,3,0,,,Daecheonnolreowa Tourism Pension,Tourism Pension,,,,,,,,362.04,,,,,,,,,600000000,,,,362
373,관광펜션업,03_11_02_P,4540000,CDFI3261092017000001,2017-06-07,,01,영업/정상,13,영업중,,,,,,,,충청남도 논산시 벌곡면 도산리 90-3,충청남도 논산시 벌곡면 수락계곡길 64,33028,샤토 로리에,2021-11-16 13:21,U,2021-11-18 2:40,,228032.1701,295280.2937,관광펜션업,,,4,기타,,,숙박시설,3,1,0,0,,,0,0,,0,0,,0,980.9,,0,,,,,,,250000000,,,,981
374,관광펜션업,03_11_02_P,4510000,CDFI3261092012000005,2012-11-21,,01,영업/정상,13,영업중,,,,,041-932-0421,,355-943,충청남도 보령시 신흑동 2219-2번지,충청남도 보령시 해수욕장13길 14-12 (신흑동),33489,대천로마펜션,2013-11-14 14:16,I,2018-08-31 23:59,,155884.5246,313346.1951,관광펜션업,,관리지역,2,기타,,,숙박시설,2,0,,,Daecheon Roma Pension,Tourism Pension,,,,,,,,370.98,,,,,,,,,750000000,,,,371
375,관광펜션업,03_11_02_P,4510000,CDFI3261092013000004,2013-07-01,,01,영업/정상,13,영업중,,,,,041-931-0500,,355-943,충청남도 보령시 신흑동 2258-3번지,충청남도 보령시 해수욕장9길 2-7 (신흑동),33489,수지펜션,2013-11-14 14:20,I,2018-08-31 23:59,,156070.1642,312937.8566,관광펜션업,,,3,기타,,,숙박시설,3,0,,,Suji Tourism Pension,Tourism Pension,,,,,,,,317.08,,,,,,,,,500000000,,,,317
376,관광펜션업,03_11_02_P,4510000,CDFI3261092013000006,2013-07-02,,01,영업/정상,13,영업중,,,,,041-932-5379,,355-943,충청남도 보령시 신흑동 2301-10번지,충청남도 보령시 고잠2길 20-7 (신흑동),33488,대천허브펜션,2013-11-14 14:20,I,2018-08-31 23:59,,156457.4155,312496.8689,관광펜션업,,,3,기타,,,숙박시설,3,0,,,Daecheon Hub Pension,Tourism Pension,,,,,,,,391.08,,,,,,,,,400000000,,,,391
377,관광펜션업,03_11_02_P,4510000,CDFI3261092014000001,2014-07-16,,01,영업/정상,13,영업중,,,,,041-933-5111,,355-943,충청남도 보령시 신흑동 2304-6번지,충청남도 보령시 고잠2길 12-18 (신흑동),33488,메모리펜션,2014-07-16 8:35,I,2018-08-31 23:59,,156540.2406,312422.9415,관광펜션업,,,,,,,,,,,,Memory Pension,Tourism Pension,,,,,,,,,,,,,,,,,75000000,,,,
378,관광펜션업,03_11_02_P,4510000,CDFI3261092014000002,2014-08-13,,01,영업/정상,13,영업중,,,,,,,355-884,충청남도 보령시 남포면 월전리 844번지,충청남도 보령시 남포면 남포방조제로 408-52,33501,주식회사 상화원,2017-06-26 11:11,I,2018-08-31 23:59,,158234.7453,308616.5087,관광펜션업,,관리지역,3,기타,,,숙박시설,3,0,,,Jukdo Sangyok Development Inc.,Tourism Pension,,,,,,,,3100.72,,,,,,,,,1411000000,,,,3101
379,관광펜션업,03_11_02_P,4510000,CDFI3261092014000003,2014-08-25,,01,영업/정상,13,영업중,,,,,041-936-3400,,355-944,충청남도 보령시 신흑동 1951,충청남도 보령시 대해로 882 (신흑동),33488,신진펜션호텔,2021-01-27 19:35,U,2021-01-29 2:40,,156610.8856,311813.3493,관광펜션업,,,,,,,,2,1,,,Shinjin Pension Hotel,Tourism Pension,,,,,,,,934.17,,,,,,,,,1100000000,,,,934
380,관광펜션업,03_11_02_P,4510000,CDFI3261092015000001,2015-04-06,,01,영업/정상,13,영업중,,,,,,,355-846,충청남도 보령시 오천면 원산도리 1671-27번지,충청남도 보령시 오천면 원산도7길 117-28,33411,비치하우스펜션,2015-04-04 14:15,I,2018-08-31 23:59,,146154.1338,318822.0666,관광펜션업,,관리지역,2,기타,,,숙박시설,2,,,,Beach House Pension,Tourism Pension,,,,,,,,389.85,,,,,,,,,1000000000,,,,390
381,관광펜션업,03_11_02_P,4510000,CDFI3261092015000002,2015-04-06,,01,영업/정상,13,영업중,,,,,,,355-884,충청남도 보령시 남포면 월전리 844번지,"충청남도 보령시 남포면 남포방조제로 408-52, 103동",33501,케이씨에스주식회사,2015-04-04 14:39,I,2018-08-31 23:59,,158234.7453,308616.5087,관광펜션업,,관리지역,2,기타,,,숙박시설,2,,,,Korea computer&systems Inc.,tourism Pension,,,,,,,,128.48,,,,,,,,,6000000000,,,,128
382,관광펜션업,03_11_02_P,4510000,CDFI3261092015000006,2015-05-06,,01,영업/정상,13,영업중,,,,,,,355-943,충청남도 보령시 신흑동 2301-12번지,충청남도 보령시 고잠2길 24 (신흑동),33488,대천하이펜션,2015-05-06 10:45,I,2018-08-31 23:59,,156433.3006,312484.2774,관광펜션업,,관리지역,3,기타,,,숙박시설,3,,,,Daecheon High Pension,Tourism Pension,,,,,,,,368.55,,,,,,,,,800000000,,,,369
383,관광펜션업,03_11_02_P,5700000,CDFI3261092015000001,2015-10-06,,01,영업/정상,13,영업중,,,,,,,,경기도 여주시 점동면 당진리 7-7,경기도 여주시 점동면 오갑산길 148-124,12668,예터,2023-05-09 16:31,U,2023-05-11 2:40,,261404.9366,407246.504,관광펜션업,,,0,,,,숙박시설,0,0,0,0,,,0,0,,0,0,,0,223.48,,0,,,,,,,0,,,,223
384,관광펜션업,03_11_02_P,5090000,CDFI3261092019000001,2019-03-12,,01,영업/정상,13,영업중,,,,,,,,경상북도 영주시 아지동 445-3,경상북도 영주시 회헌로358번길 51 (아지동),36054,영주이야기,2023-09-25 17:26,U,2023-09-27 2:40,,343284.0443,374559.8543,관광펜션업,,,2,,,,다가구용 주택(공동주택적용),0,0,0,0,,,0,0,,0,0,,0,228.94,,0,,,,,,,100000000,,,,229
385,관광펜션업,03_11_02_P,5430000,CDFI3261092019000001,2019-02-26,,01,영업/정상,13,영업중,,,,,,,,경상남도 남해군 미조면 송정리 526,경상남도 남해군 미조면 동부대로14번길 25-55,52441,남해댕댕이 애견펜션 블루,2023-12-07 17:55,U,2023-12-09 2:40,,294580.0934,137355.1135,관광펜션업,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,800000000,,,,
386,관광펜션업,03_11_02_P,4810000,CDFI3261092019000001,2019-04-16,,01,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 1385번지,전라남도 여수시 돌산읍 돌산로 3080,59771,톡톡월드펜션,2019-04-27 21:20,U,2019-04-30 2:40,,269869.3003,133534.3478,관광펜션업,,자연녹지지역,2,기타,,,숙박시설,2,,,,,,,,,,,,,173.73,,,,,,,,,1400000000,,,,174
387,관광펜션업,03_11_02_P,4880000,CDFI3261092019000001,2019-05-22,,01,영업/정상,13,영업중,,,,,061-832-7717,,,전라남도 고흥군 봉래면 신금리 976-2번지,전라남도 고흥군 봉래면 진터길 141-1,59569,나로도바다 펜션,2019-05-22 8:11,I,2019-05-24 2:20,,241635.7758,108302.0475,관광펜션업,,,2,기타,,,,,,,,,,,,,,,,,212.41,,,,,,,,,,,,,212
